id,timestamp,ph,turbidity,temperature,do_level
41,2023-01-06T00:00:00,6.78,457.45,11.01,186.68
42,2023-01-06T03:00:00,7.55,397.81,16.36,222.29
43,2023-01-06T06:00:00,7.8,339.21,11.34,195.58
44,2023-01-06T09:00:00,7.14,577.79,29.24,314.51
45,2023-01-06T12:00:00,8.38,535.33,14.17,314.01
46,2023-01-06T15:00:00,7.73,57.75,21.5,291.37
47,2023-01-06T18:00:00,7.03,229.33,8.02,185.77
48,2023-01-06T21:00:00,6.59,694.38,25.39,252.34
49,2023-01-07T00:00:00,7.86,460.81,14.46,172.28
50,2023-01-07T03:00:00,7.94,220.27,15.07,245.89
51,2023-01-07T06:00:00,8.12,682.65,23.41,234.83
52,2023-01-07T09:00:00,8.33,414.68,23.02,232.4
53,2023-01-07T12:00:00,7.75,511.93,12.92,177.73
54,2023-01-07T15:00:00,8.0,50.01,9.01,162.83
55,2023-01-07T18:00:00,7.46,208.34,19.66,296.15
56,2023-01-07T21:00:00,7.16,304.05,17.66,312.11
57,2023-01-08T00:00:00,8.04,238.38,19.57,312.23
58,2023-01-08T03:00:00,8.07,173.06,28.61,269.98
59,2023-01-08T06:00:00,7.64,457.91,7.42,173.17
60,2023-01-08T09:00:00,8.44,540.75,14.33,251.09
61,2023-01-08T12:00:00,7.92,420.44,19.06,231.63
62,2023-01-08T15:00:00,7.92,448.57,5.3,286.24
63,2023-01-08T18:00:00,7.07,643.19,13.41,310.03
64,2023-01-08T21:00:00,8.11,144.07,12.65,216.67
65,2023-01-09T00:00:00,8.11,485.01,27.85,155.68
66,2023-01-09T03:00:00,6.64,241.19,21.26,229.17
67,2023-01-09T06:00:00,8.35,259.14,14.17,224.21
68,2023-01-09T09:00:00,6.84,628.77,23.98,175.06
69,2023-01-09T12:00:00,7.22,391.04,25.23,215.98
70,2023-01-09T15:00:00,8.04,556.29,21.87,260.12
71,2023-01-09T18:00:00,7.02,676.13,11.4,214.01
72,2023-01-09T21:00:00,6.55,93.34,8.95,227.75
73,2023-01-10T00:00:00,8.03,646.27,21.58,237.64
74,2023-01-10T03:00:00,6.59,664.43,18.67,160.03
75,2023-01-10T06:00:00,8.41,280.68,19.47,165.09
76,2023-01-10T09:00:00,7.29,153.81,9.36,253.45
77,2023-01-10T12:00:00,7.72,179.93,29.11,319.62
78,2023-01-10T15:00:00,8.28,162.53,20.23,153.41
79,2023-01-10T18:00:00,7.89,618.1,26.35,213.57
80,2023-01-10T21:00:00,6.6,182.01,28.11,218.33
81,2023-01-11T00:00:00,7.54,81.54,28.57,266.81
82,2023-01-11T03:00:00,7.72,549.26,28.21,224.76
83,2023-01-11T06:00:00,8.45,247.19,23.7,206.64
84,2023-01-11T09:00:00,7.55,400.59,10.34,298.72
85,2023-01-11T12:00:00,6.76,608.74,10.58,219.04
86,2023-01-11T15:00:00,8.23,535.57,27.62,319.8
87,2023-01-11T18:00:00,8.01,359.21,18.11,319.4
88,2023-01-11T21:00:00,6.98,411.55,17.4,257.23
89,2023-01-12T00:00:00,6.81,558.36,24.9,313.02
90,2023-01-12T03:00:00,7.61,441.03,17.94,302.87
91,2023-01-12T06:00:00,8.46,494.38,5.91,217.49
92,2023-01-12T09:00:00,7.96,656.89,23.33,154.74
93,2023-01-12T12:00:00,8.07,477.04,7.87,304.11
94,2023-01-12T15:00:00,7.6,246.09,19.4,318.38
95,2023-01-12T18:00:00,7.4,405.25,23.19,196.05
96,2023-01-12T21:00:00,6.52,220.17,28.15,316.89
97,2023-01-13T00:00:00,7.53,222.49,17.73,187.18
98,2023-01-13T03:00:00,8.5,603.12,28.35,255.59
99,2023-01-13T06:00:00,6.84,304.94,7.07,215.4
100,2023-01-13T09:00:00,6.84,521.86,21.03,289.68
101,2023-01-13T12:00:00,8.04,70.94,29.34,280.39
102,2023-01-13T15:00:00,7.14,99.79,5.64,177.47
103,2023-01-13T18:00:00,7.21,508.36,25.64,249.92
104,2023-01-13T21:00:00,8.3,97.78,23.3,296.18
105,2023-01-14T00:00:00,7.36,587.39,17.72,208.94
106,2023-01-14T03:00:00,7.86,374.49,15.72,155.36
107,2023-01-14T06:00:00,7.59,690.04,9.06,310.11
108,2023-01-14T09:00:00,6.54,537.77,22.13,317.05
109,2023-01-14T12:00:00,8.38,511.9,18.8,316.65
110,2023-01-14T15:00:00,7.33,535.37,16.79,152.57
111,2023-01-14T18:00:00,8.1,666.94,19.56,271.38
112,2023-01-14T21:00:00,7.19,58.24,27.51,299.52
113,2023-01-15T00:00:00,7.75,369.0,26.76,281.61
114,2023-01-15T03:00:00,6.53,591.03,11.45,282.15
115,2023-01-15T06:00:00,6.82,63.75,19.53,150.17
116,2023-01-15T09:00:00,7.54,88.76,15.45,170.1
117,2023-01-15T12:00:00,6.57,327.58,26.58,237.56
118,2023-01-15T15:00:00,6.68,110.05,7.41,280.42
119,2023-01-15T18:00:00,7.64,265.4,15.58,176.37
120,2023-01-15T21:00:00,7.9,539.15,17.39,277.83
121,2023-01-16T00:00:00,7.9,206.13,11.61,317.75
122,2023-01-16T03:00:00,8.08,442.72,21.7,226.53
123,2023-01-16T06:00:00,7.93,117.43,15.34,236.73
124,2023-01-16T09:00:00,6.57,534.72,16.23,197.26
125,2023-01-16T12:00:00,6.95,644.86,27.77,257.06
126,2023-01-16T15:00:00,7.89,118.24,8.38,274.0
127,2023-01-16T18:00:00,7.59,168.55,29.99,162.08
128,2023-01-16T21:00:00,6.79,215.3,10.74,266.2
129,2023-01-17T00:00:00,7.74,350.61,10.72,228.11
130,2023-01-17T03:00:00,8.43,581.29,8.36,170.72
131,2023-01-17T06:00:00,7.81,285.68,8.22,287.21
132,2023-01-17T09:00:00,7.9,263.9,14.73,240.23
133,2023-01-17T12:00:00,7.29,363.32,28.54,255.12
134,2023-01-17T15:00:00,7.69,362.91,11.61,232.2
135,2023-01-17T18:00:00,8.36,301.09,13.46,259.49
136,2023-01-17T21:00:00,7.23,195.9,26.29,242.99
137,2023-01-18T00:00:00,7.1,279.99,21.52,193.87
138,2023-01-18T03:00:00,6.85,271.98,6.42,210.15
139,2023-01-18T06:00:00,7.64,331.92,21.39,218.87
140,2023-01-18T09:00:00,8.4,312.59,28.42,223.99
141,2023-01-18T12:00:00,8.15,127.02,21.12,309.57
142,2023-01-18T15:00:00,8.19,481.97,27.31,319.26
143,2023-01-18T18:00:00,6.77,195.55,22.55,311.66
144,2023-01-18T21:00:00,6.74,64.52,22.21,198.29
145,2023-01-19T00:00:00,8.24,492.38,29.64,216.53
146,2023-01-19T03:00:00,7.42,547.98,28.04,283.53
147,2023-01-19T06:00:00,6.56,590.25,9.63,174.56
148,2023-01-19T09:00:00,6.99,305.79,5.64,189.1
149,2023-01-19T12:00:00,7.75,204.64,29.34,175.21
150,2023-01-19T15:00:00,8.41,666.23,5.05,171.21
151,2023-01-19T18:00:00,7.28,142.26,20.86,305.89
152,2023-01-19T21:00:00,7.69,227.48,23.85,309.95
153,2023-01-20T00:00:00,8.08,369.28,13.71,185.09
154,2023-01-20T03:00:00,7.94,244.67,22.99,233.14
155,2023-01-20T06:00:00,7.13,618.8,16.98,187.33
156,2023-01-20T09:00:00,7.03,312.34,16.24,243.23
157,2023-01-20T12:00:00,7.69,305.13,7.8,240.76
158,2023-01-20T15:00:00,8.06,511.31,15.46,164.31
159,2023-01-20T18:00:00,6.86,489.58,23.11,171.72
160,2023-01-20T21:00:00,7.32,328.82,25.31,292.4
161,2023-01-21T00:00:00,6.99,320.84,16.45,318.61
162,2023-01-21T03:00:00,7.93,682.26,15.21,187.46
163,2023-01-21T06:00:00,7.52,67.09,19.82,187.64
164,2023-01-21T09:00:00,8.23,399.22,13.44,191.79
165,2023-01-21T12:00:00,8.39,187.92,12.71,296.38
166,2023-01-21T15:00:00,7.55,565.96,26.93,171.31
167,2023-01-21T18:00:00,8.0,381.28,25.62,150.51
168,2023-01-21T21:00:00,8.21,410.63,16.94,153.09
169,2023-01-22T00:00:00,7.61,409.14,22.04,180.31
170,2023-01-22T03:00:00,6.97,453.31,25.44,187.87
171,2023-01-22T06:00:00,6.53,518.2,28.62,181.06
172,2023-01-22T09:00:00,7.47,278.17,27.41,270.87
173,2023-01-22T12:00:00,8.27,469.94,14.91,228.3
174,2023-01-22T15:00:00,7.04,310.22,13.14,209.24
175,2023-01-22T18:00:00,8.08,205.05,11.65,193.12
176,2023-01-22T21:00:00,6.85,621.86,19.14,166.16
177,2023-01-23T00:00:00,6.62,73.0,21.2,180.3
178,2023-01-23T03:00:00,6.92,322.0,29.45,263.35
179,2023-01-23T06:00:00,6.87,389.16,18.22,274.84
180,2023-01-23T09:00:00,8.22,102.05,28.73,287.45
181,2023-01-23T12:00:00,7.65,626.77,27.15,171.08
182,2023-01-23T15:00:00,7.44,376.94,13.63,247.48
183,2023-01-23T18:00:00,6.96,353.39,29.46,153.89
184,2023-01-23T21:00:00,7.41,549.15,23.75,164.97
185,2023-01-24T00:00:00,8.16,231.57,15.13,170.18
186,2023-01-24T03:00:00,8.26,326.31,24.34,251.95
187,2023-01-24T06:00:00,7.82,366.52,5.11,317.24
188,2023-01-24T09:00:00,7.3,103.18,20.55,263.47
189,2023-01-24T12:00:00,6.79,481.03,20.59,283.82
190,2023-01-24T15:00:00,6.81,153.28,28.88,300.34
191,2023-01-24T18:00:00,7.91,170.87,10.33,237.99
192,2023-01-24T21:00:00,7.76,503.2,19.84,165.61
193,2023-01-25T00:00:00,7.6,279.0,15.98,288.18
194,2023-01-25T03:00:00,7.64,373.19,29.94,169.69
195,2023-01-25T06:00:00,8.33,519.17,19.4,228.14
196,2023-01-25T09:00:00,7.23,685.7,22.71,199.06
197,2023-01-25T12:00:00,7.21,368.95,7.64,315.58
198,2023-01-25T15:00:00,6.64,361.27,9.89,194.75
199,2023-01-25T18:00:00,8.05,559.95,17.93,200.02
200,2023-01-25T21:00:00,8.18,84.02,13.45,306.58
201,2023-01-26T00:00:00,7.94,126.55,8.72,182.83
202,2023-01-26T03:00:00,7.94,457.89,7.35,159.18
203,2023-01-26T06:00:00,7.1,272.45,9.51,237.39
204,2023-01-26T09:00:00,8.09,146.86,7.23,188.3
205,2023-01-26T12:00:00,7.78,647.37,20.28,285.83
206,2023-01-26T15:00:00,8.08,120.63,22.8,221.35
207,2023-01-26T18:00:00,6.68,565.24,28.27,167.63
208,2023-01-26T21:00:00,6.68,292.74,26.13,292.76
209,2023-01-27T00:00:00,7.15,90.9,17.81,276.87
210,2023-01-27T03:00:00,6.62,489.95,12.63,155.54
211,2023-01-27T06:00:00,7.03,616.39,6.31,301.98
212,2023-01-27T09:00:00,7.96,492.92,14.56,197.57
213,2023-01-27T12:00:00,7.08,445.52,25.26,202.04
214,2023-01-27T15:00:00,6.54,650.85,24.11,266.04
215,2023-01-27T18:00:00,8.08,310.62,26.96,313.6
216,2023-01-27T21:00:00,8.06,464.81,23.26,290.13
217,2023-01-28T00:00:00,8.21,145.99,10.17,279.1
218,2023-01-28T03:00:00,7.99,58.17,21.12,216.03
219,2023-01-28T06:00:00,7.7,245.95,23.26,250.36
220,2023-01-28T09:00:00,6.7,298.66,26.73,311.61
221,2023-01-28T12:00:00,7.63,322.13,28.62,165.47
222,2023-01-28T15:00:00,7.18,608.61,11.21,230.03
223,2023-01-28T18:00:00,8.07,336.13,10.01,233.85
224,2023-01-28T21:00:00,7.93,445.89,13.62,276.41
225,2023-01-29T00:00:00,7.06,334.47,29.01,194.27
226,2023-01-29T03:00:00,7.78,334.24,16.11,189.04
227,2023-01-29T06:00:00,7.39,508.61,25.84,296.01
228,2023-01-29T09:00:00,7.32,67.54,26.48,241.67
229,2023-01-29T12:00:00,7.16,311.62,8.98,156.76
230,2023-01-29T15:00:00,7.92,158.14,25.83,206.22
231,2023-01-29T18:00:00,8.47,692.25,7.19,223.77
232,2023-01-29T21:00:00,7.93,349.21,28.62,168.25
233,2023-01-30T00:00:00,7.81,51.12,29.03,210.88
234,2023-01-30T03:00:00,6.98,167.15,18.13,274.39
235,2023-01-30T06:00:00,7.11,226.44,25.35,214.72
236,2023-01-30T09:00:00,6.85,580.0,21.75,233.13
237,2023-01-30T12:00:00,7.57,368.5,23.41,268.03
238,2023-01-30T15:00:00,6.66,315.67,5.7,297.65
239,2023-01-30T18:00:00,6.67,133.96,25.82,289.01
240,2023-01-30T21:00:00,7.56,307.02,16.58,200.98
241,2023-01-31T00:00:00,6.62,293.44,23.14,169.7
242,2023-01-31T03:00:00,7.3,294.11,27.06,221.59
243,2023-01-31T06:00:00,8.02,194.61,6.59,271.38
244,2023-01-31T09:00:00,7.41,584.31,19.56,227.27
245,2023-01-31T12:00:00,6.56,96.8,24.88,176.11
246,2023-01-31T15:00:00,7.68,64.82,23.47,157.0
247,2023-01-31T18:00:00,7.62,87.52,13.51,304.46
248,2023-01-31T21:00:00,7.76,493.58,15.71,201.71
249,2023-02-01T00:00:00,8.37,266.39,17.45,292.56
250,2023-02-01T03:00:00,6.72,102.02,15.85,275.34
251,2023-02-01T06:00:00,6.63,392.71,29.02,203.0
252,2023-02-01T09:00:00,6.96,227.25,10.49,256.68
253,2023-02-01T12:00:00,6.76,468.18,9.32,197.51
254,2023-02-01T15:00:00,7.49,609.58,18.22,212.84
255,2023-02-01T18:00:00,7.71,277.0,28.75,310.45
256,2023-02-01T21:00:00,6.92,496.14,18.79,238.77
257,2023-02-02T00:00:00,7.46,422.6,11.52,272.11
258,2023-02-02T03:00:00,7.26,334.58,23.46,217.51
259,2023-02-02T06:00:00,7.23,594.71,17.16,188.13
260,2023-02-02T09:00:00,7.49,543.32,26.11,183.32
261,2023-02-02T12:00:00,6.51,684.18,28.83,217.47
262,2023-02-02T15:00:00,7.84,261.04,18.1,207.51
263,2023-02-02T18:00:00,8.41,253.49,18.0,150.53
264,2023-02-02T21:00:00,8.31,434.98,26.46,213.57
265,2023-02-03T00:00:00,7.04,135.44,17.84,300.76
266,2023-02-03T03:00:00,6.9,694.09,27.59,213.05
267,2023-02-03T06:00:00,7.17,495.31,7.9,236.42
268,2023-02-03T09:00:00,7.09,448.34,29.96,265.1
269,2023-02-03T12:00:00,7.91,406.12,26.29,272.17
270,2023-02-03T15:00:00,6.66,426.13,13.45,259.05
271,2023-02-03T18:00:00,8.37,655.16,26.14,239.62
272,2023-02-03T21:00:00,7.48,231.87,14.14,166.79
273,2023-02-04T00:00:00,7.16,549.51,9.11,193.64
274,2023-02-04T03:00:00,7.5,72.27,10.46,247.74
275,2023-02-04T06:00:00,6.68,642.19,16.98,154.55
276,2023-02-04T09:00:00,8.45,464.48,18.93,254.04
277,2023-02-04T12:00:00,8.08,300.79,9.36,152.59
278,2023-02-04T15:00:00,7.01,559.96,27.18,258.17
279,2023-02-04T18:00:00,7.26,421.65,28.51,239.24
280,2023-02-04T21:00:00,6.84,407.77,12.21,303.97
281,2023-02-05T00:00:00,7.19,214.49,8.4,215.69
282,2023-02-05T03:00:00,6.69,287.91,11.24,258.7
283,2023-02-05T06:00:00,7.72,450.92,29.23,184.46
284,2023-02-05T09:00:00,8.37,352.31,22.33,287.23
285,2023-02-05T12:00:00,8.47,64.17,21.23,309.09
286,2023-02-05T15:00:00,7.52,668.12,13.26,174.27
287,2023-02-05T18:00:00,8.43,96.93,25.22,297.72
288,2023-02-05T21:00:00,7.77,257.87,15.86,247.21
289,2023-02-06T00:00:00,8.14,355.16,21.7,237.74
290,2023-02-06T03:00:00,7.07,487.17,23.08,206.27
291,2023-02-06T06:00:00,7.91,689.59,8.18,299.57
292,2023-02-06T09:00:00,7.2,91.31,7.6,196.83
293,2023-02-06T12:00:00,7.83,183.71,19.92,282.55
294,2023-02-06T15:00:00,7.06,646.09,29.1,287.34
295,2023-02-06T18:00:00,8.26,686.63,7.3,309.84
296,2023-02-06T21:00:00,6.73,136.28,22.05,283.27
297,2023-02-07T00:00:00,7.31,510.64,24.02,161.61
298,2023-02-07T03:00:00,7.46,123.16,18.2,167.72
299,2023-02-07T06:00:00,7.12,637.44,26.21,213.96
300,2023-02-07T09:00:00,6.77,357.62,21.67,190.26
301,2023-02-07T12:00:00,8.42,319.44,22.2,306.71
302,2023-02-07T15:00:00,8.47,101.22,18.68,192.91
303,2023-02-07T18:00:00,6.55,211.9,29.8,301.05
304,2023-02-07T21:00:00,8.38,444.34,10.56,175.44
305,2023-02-08T00:00:00,7.86,68.42,7.48,311.68
306,2023-02-08T03:00:00,7.16,590.49,25.98,201.42
307,2023-02-08T06:00:00,8.32,200.88,22.27,151.47
308,2023-02-08T09:00:00,7.42,528.75,8.16,184.0
309,2023-02-08T12:00:00,7.59,228.01,9.94,318.27
310,2023-02-08T15:00:00,6.66,148.38,19.02,277.69
311,2023-02-08T18:00:00,8.27,598.89,25.91,207.58
312,2023-02-08T21:00:00,7.01,508.4,6.68,189.72
313,2023-02-09T00:00:00,8.29,467.08,24.51,195.22
314,2023-02-09T03:00:00,7.89,387.52,15.52,308.28
315,2023-02-09T06:00:00,7.2,226.44,24.71,212.47
316,2023-02-09T09:00:00,7.04,164.87,11.42,240.37
317,2023-02-09T12:00:00,7.18,493.94,20.25,272.37
318,2023-02-09T15:00:00,6.74,278.16,19.76,219.39
319,2023-02-09T18:00:00,7.03,71.31,26.28,167.78
320,2023-02-09T21:00:00,7.15,694.1,24.7,291.12
321,2023-02-10T00:00:00,7.32,459.48,19.94,160.14
322,2023-02-10T03:00:00,8.31,178.47,28.0,319.45
323,2023-02-10T06:00:00,8.2,125.03,25.5,280.44
324,2023-02-10T09:00:00,8.43,466.19,23.34,236.28
325,2023-02-10T12:00:00,7.57,210.11,5.67,303.35
326,2023-02-10T15:00:00,7.32,279.35,28.76,186.18
327,2023-02-10T18:00:00,7.5,686.75,27.12,201.22
328,2023-02-10T21:00:00,7.99,195.36,16.93,201.9
329,2023-02-11T00:00:00,7.43,203.57,18.71,312.45
330,2023-02-11T03:00:00,8.43,488.58,27.03,154.99
331,2023-02-11T06:00:00,7.78,348.36,23.5,237.94
332,2023-02-11T09:00:00,7.41,72.59,15.81,164.33
333,2023-02-11T12:00:00,6.65,326.33,7.65,288.99
334,2023-02-11T15:00:00,7.81,580.01,24.79,298.75
335,2023-02-11T18:00:00,7.04,300.09,8.13,268.01
336,2023-02-11T21:00:00,6.59,272.5,24.65,189.25
337,2023-02-12T00:00:00,7.68,686.66,28.15,285.67
338,2023-02-12T03:00:00,6.84,655.34,11.33,226.44
339,2023-02-12T06:00:00,7.67,105.0,14.24,313.8
340,2023-02-12T09:00:00,7.79,272.05,5.44,232.6
341,2023-02-12T12:00:00,7.85,475.95,11.61,192.53
342,2023-02-12T15:00:00,8.16,372.69,5.19,222.34
343,2023-02-12T18:00:00,8.15,475.57,22.24,293.35
344,2023-02-12T21:00:00,8.2,287.99,26.88,303.71
345,2023-02-13T00:00:00,7.05,292.33,6.45,277.19
346,2023-02-13T03:00:00,7.12,605.77,23.44,158.48
347,2023-02-13T06:00:00,6.84,625.33,7.57,174.87
348,2023-02-13T09:00:00,8.42,84.58,5.19,225.88
349,2023-02-13T12:00:00,7.72,344.55,13.39,275.52
350,2023-02-13T15:00:00,7.68,403.04,17.43,247.84
351,2023-02-13T18:00:00,7.4,347.64,13.39,312.05
352,2023-02-13T21:00:00,7.79,64.63,25.41,218.09
353,2023-02-14T00:00:00,6.81,299.22,5.63,289.68
354,2023-02-14T03:00:00,8.35,408.09,16.8,239.5
355,2023-02-14T06:00:00,6.66,632.86,10.4,245.06
356,2023-02-14T09:00:00,7.0,359.03,10.41,232.37
357,2023-02-14T12:00:00,7.0,428.28,14.97,267.04
358,2023-02-14T15:00:00,6.81,594.46,5.73,179.79
359,2023-02-14T18:00:00,6.77,381.74,6.49,256.09
360,2023-02-14T21:00:00,8.0,522.77,20.02,315.89
361,2023-02-15T00:00:00,7.58,154.26,11.66,222.22
362,2023-02-15T03:00:00,6.87,151.0,17.06,161.5
363,2023-02-15T06:00:00,6.72,227.28,24.64,164.62
364,2023-02-15T09:00:00,8.22,491.48,20.8,226.45
365,2023-02-15T12:00:00,6.55,466.89,11.96,248.99
366,2023-02-15T15:00:00,6.69,607.42,17.31,250.1
367,2023-02-15T18:00:00,7.01,166.17,24.65,197.31
368,2023-02-15T21:00:00,7.23,204.06,25.18,223.78
369,2023-02-16T00:00:00,7.76,257.53,23.55,212.95
370,2023-02-16T03:00:00,6.62,384.67,5.62,210.67
371,2023-02-16T06:00:00,7.55,558.78,17.0,246.08
372,2023-02-16T09:00:00,8.22,390.65,24.49,263.41
373,2023-02-16T12:00:00,7.02,126.72,21.24,180.02
374,2023-02-16T15:00:00,8.01,50.15,8.06,266.9
375,2023-02-16T18:00:00,7.48,591.02,11.92,312.17
376,2023-02-16T21:00:00,8.07,299.15,14.72,251.82
377,2023-02-17T00:00:00,7.8,296.42,11.47,223.35
378,2023-02-17T03:00:00,8.25,338.04,19.86,167.51
379,2023-02-17T06:00:00,8.15,567.61,12.34,254.39
380,2023-02-17T09:00:00,7.78,77.81,10.62,245.23
381,2023-02-17T12:00:00,7.18,292.54,8.03,197.24
382,2023-02-17T15:00:00,7.27,348.1,11.17,217.34
383,2023-02-17T18:00:00,7.07,355.58,8.8,305.8
384,2023-02-17T21:00:00,6.59,101.88,23.98,246.96
385,2023-02-18T00:00:00,8.11,397.0,14.01,242.63
386,2023-02-18T03:00:00,8.26,268.81,13.49,169.94
387,2023-02-18T06:00:00,7.96,344.79,26.78,215.48
388,2023-02-18T09:00:00,7.94,591.26,19.33,168.65
389,2023-02-18T12:00:00,7.11,588.38,18.95,215.11
390,2023-02-18T15:00:00,6.67,262.41,26.82,153.8
391,2023-02-18T18:00:00,7.03,699.5,6.32,257.07
392,2023-02-18T21:00:00,7.27,582.34,29.26,264.82
393,2023-02-19T00:00:00,7.01,578.7,5.13,262.36
394,2023-02-19T03:00:00,8.4,457.76,22.44,317.24
395,2023-02-19T06:00:00,8.02,366.94,25.93,219.17
396,2023-02-19T09:00:00,7.43,698.88,5.67,168.77
397,2023-02-19T12:00:00,8.27,336.22,5.85,167.07
398,2023-02-19T15:00:00,7.13,516.98,6.26,166.44
399,2023-02-19T18:00:00,6.85,232.29,22.96,289.62
400,2023-02-19T21:00:00,6.91,672.92,13.86,212.84
401,2023-02-20T00:00:00,8.18,426.97,16.4,285.6
402,2023-02-20T03:00:00,8.18,451.55,7.13,164.88
403,2023-02-20T06:00:00,7.26,351.68,17.38,221.39
404,2023-02-20T09:00:00,6.52,617.78,26.37,263.33
405,2023-02-20T12:00:00,8.26,302.37,18.25,251.42
406,2023-02-20T15:00:00,7.4,54.33,8.47,219.33
407,2023-02-20T18:00:00,7.1,206.47,21.66,173.56
408,2023-02-20T21:00:00,7.63,613.29,17.4,159.19
409,2023-02-21T00:00:00,6.52,190.44,27.62,294.47
410,2023-02-21T03:00:00,7.08,344.58,8.45,250.84
411,2023-02-21T06:00:00,7.72,561.55,6.17,162.02
412,2023-02-21T09:00:00,7.4,161.3,5.07,278.42
413,2023-02-21T12:00:00,8.06,164.44,17.99,232.39
414,2023-02-21T15:00:00,6.74,363.04,17.92,251.22
415,2023-02-21T18:00:00,7.04,172.67,16.71,271.23
416,2023-02-21T21:00:00,6.78,609.95,19.62,263.44
417,2023-02-22T00:00:00,8.27,401.43,26.08,155.2
418,2023-02-22T03:00:00,7.34,542.15,25.22,311.67
419,2023-02-22T06:00:00,7.24,204.1,11.14,210.81
420,2023-02-22T09:00:00,6.63,466.96,14.34,293.88
421,2023-02-22T12:00:00,7.95,530.54,16.63,309.27
422,2023-02-22T15:00:00,7.86,391.73,22.95,177.69
423,2023-02-22T18:00:00,7.49,122.47,23.88,317.78
424,2023-02-22T21:00:00,8.13,164.52,19.16,197.77
425,2023-02-23T00:00:00,7.26,649.3,19.11,158.38
426,2023-02-23T03:00:00,8.22,642.38,11.98,176.64
427,2023-02-23T06:00:00,8.22,373.65,5.04,176.43
428,2023-02-23T09:00:00,7.22,590.73,23.79,257.95
429,2023-02-23T12:00:00,8.24,305.69,16.29,174.97
430,2023-02-23T15:00:00,8.29,193.92,15.98,180.79
431,2023-02-23T18:00:00,8.25,377.81,24.02,247.59
432,2023-02-23T21:00:00,8.22,675.3,12.42,251.24
433,2023-02-24T00:00:00,8.0,475.92,11.64,168.4
434,2023-02-24T03:00:00,8.3,248.77,5.45,214.39
435,2023-02-24T06:00:00,7.02,433.37,29.45,160.79
436,2023-02-24T09:00:00,7.14,485.36,14.76,167.55
437,2023-02-24T12:00:00,7.12,541.03,26.78,197.12
438,2023-02-24T15:00:00,6.61,250.06,22.65,252.58
439,2023-02-24T18:00:00,7.97,186.31,26.0,233.82
440,2023-02-24T21:00:00,8.23,526.03,16.13,251.67
441,2023-02-25T00:00:00,8.1,424.06,17.74,164.86
442,2023-02-25T03:00:00,7.92,395.71,8.75,243.68
443,2023-02-25T06:00:00,7.37,217.72,19.93,276.17
444,2023-02-25T09:00:00,7.0,444.71,12.4,270.32
445,2023-02-25T12:00:00,8.38,160.22,18.19,315.64
446,2023-02-25T15:00:00,7.64,298.56,22.92,156.29
447,2023-02-25T18:00:00,7.42,470.63,22.21,220.75
448,2023-02-25T21:00:00,7.29,670.34,17.59,247.9
449,2023-02-26T00:00:00,7.85,521.58,21.84,236.29
450,2023-02-26T03:00:00,8.42,343.98,22.57,317.23
